Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares,exchange,ACT Symbol,Exchange,CQS Symbol,NASDAQ Symbol,act_symbol_backup,cqs_symbol_backup
SRZN,"Surrozen, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SSBI,Summit State Bank - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
SSEA,Starry Sea Acquisition Corp - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
SSII,SS Innovations International Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SSKN,"Strata Skin Sciences, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
SSM,Sono Group N.V. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
SSNC,"SS&C Technologies Holdings, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SSP,E.W. Scripps Company (The) - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SSRM,SSR Mining Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SSTI,"SoundThinking, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SSYS,"Stratasys, Ltd. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
STAA,STAAR Surgical Company - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
STAI,ScanTech AI Systems Inc. - Common stock,G,N,H,100,N,N,NASDAQ,,,,,,
STAK,STAK Inc. - Class A Ordinary Shares,S,N,D,100,N,N,NASDAQ,,,,,,
STBA,"S&T Bancorp, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
STEP,StepStone Group Inc. - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
STEX,Streamex Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
STFS,Star Fashion Culture Holdings Limited - Class A Ordinary Shares,S,N,D,100,N,N,NASDAQ,,,,,,
STI,"Solidion Technology, Inc. - Common Stock",G,N,D,100,N,N,NASDAQ,,,,,,
STIM,"Neuronetics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
STKE,Sol Strategies Inc. - Common Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
STKL,"SunOpta, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
STKS,"The ONE Group Hospitality, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
STLD,"Steel Dynamics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
STOK,"Stoke Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
STRA,"Strategic Education, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
STRL,"Sterling Infrastructure, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
STRO,"Sutro Biopharma, Inc. - Common Stock",G,N,D,100,N,N,NASDAQ,,,,,,
STRS,Stratus Properties Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
STRT,STRATTEC SECURITY CORPORATION - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
STRZ,Starz Entertainment Corp. - Common Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
STSS,Sharps Technology Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
STTK,"Shattuck Labs, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),Q,N,N,100,N,N,NASDAQ,,,,,,
SUGP,SU Group Holdings Limited - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
SUIG,Sui Group Holdings Limited - Common Stock,S,N,D,100,N,N,NASDAQ,,,,,,
SUNE,"SUNation Energy, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SUNS,"Sunrise Realty Trust, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SUPN,"Supernus Pharmaceuticals, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
SUPX,SuperX AI Technology Limited - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
SURG,"SurgePays, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SUUN,PowerBank Corporation - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
SVA,"Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)",Q,N,E,100,N,N,NASDAQ,,,,,,
SVAC,Spring Valley Acquisition Corp. III - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
SVCC,Stellar V Capital Corp. - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
SVCO,"Silvaco Group, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SVRA,"Savara, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SWAG,"Stran & Company, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SWBI,"Smith & Wesson Brands, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SWIM,"Latham Group, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SWKH,SWK Holdings Corporation - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
SWKS,"Skyworks Solutions, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SWVL,Swvl Holdings Corp - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
SXTC,"China SXT Pharmaceuticals, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SXTP,"60 Degrees Pharmaceuticals, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SYBT,"Stock Yards Bancorp, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SYBX,"Synlogic, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SYM,Symbotic Inc. - Class A Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
SYNA,Synaptics Incorporated - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SYRE,"Spyre Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SZZL,Sizzle Acquisition Corp. II - Class A ordinary shares,G,N,N,100,N,N,NASDAQ,,,,,,
TACH,Titan Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
TACO,Berto Acquisition Corp. - Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
TACT,TransAct Technologies Incorporated - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
TAIT,Taitron Components Incorporated - Class A Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
TALK,"Talkspace, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
TANH,Tantech Holdings Ltd. - Common Shares,S,N,N,100,N,N,NASDAQ,,,,,,
TAOP,Taoping Inc. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
TAOX,Tao Synergies Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
TARA,"Protara Therapeutics, Inc.  - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
TARS,"Tarsus Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TASK,"TaskUs, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TATT,TAT Technologies Ltd. - Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
TAVI,Tavia Acquisition Corp. - Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
TAYD,"Taylor Devices, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
TBBK,"The Bancorp, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TBCH,Turtle Beach Corporation - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
TBH,"Brag House Holdings, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
TBHC,"The Brand House Collective, Inc - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TBLA,Taboola.com Ltd. - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
TBMC,Trailblazer Merger Corporation I - Class A Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
TBPH,"Theravance Biopharma, Inc. - Ordinary Shares",G,N,N,100,N,N,NASDAQ,,,,,,
TBRG,"TruBridge, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TCBI,"Texas Capital Bancshares, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TCBK,TriCo Bancshares - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TCBS,"Texas Community Bancshares, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
TCMD,"Tactile Systems Technology, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
TCRT,"Alaunos Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
TCRX,"TScan Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
TCX,Tucows Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
TDAC,Translational Development Acquisition Corp. - Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
TDIC,Dreamland Limited - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
TDUP,ThredUp Inc. - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TEAD,Teads Holding Co. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TEAM,Atlassian Corporation  - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TECH,Bio-Techne Corp - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TECX,"Tectonic Therapeutic, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
TELA,"TELA Bio, Inc. - Common stock",G,N,N,100,N,N,NASDAQ,,,,,,
TELO,"Telomir Pharmaceuticals, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
TEM,"Tempus AI, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TENB,"Tenable Holdings, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TENX,"Tenax Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
TER,"Teradyne, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TERN,"Terns Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TFSL,TFS Financial Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TGHL,The GrowHub Limited - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
TGL,Treasure Global Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
TGTX,"TG Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
TH,Target Hospitality Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
THCH,TH International Limited - Ordinary shares,S,N,N,100,N,N,NASDAQ,,,,,,
THFF,First Financial Corporation  - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
THH,TryHard Holdings Limited - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
THRM,Gentherm Inc - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
THRY,"Thryv Holdings, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
TIGO,Millicom International Cellular S.A. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TIL,"Instil Bio, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
TILE,"Interface, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TIPT,Tiptree Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
TIRX,TIAN RUIXIANG Holdings Ltd - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
TITN,Titan Machinery Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TIVC,"Tivic Health Systems, Inc. - Common stock",S,N,N,100,N,N,NASDAQ,,,,,,
TKNO,"Alpha Teknova, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
TLF,"Tandy Leather Factory, Inc. - common stock",S,N,N,100,N,N,NASDAQ,,,,,,
TLIH,Ten-League International Holdings Limited - Ordinary Shares,S,N,D,100,N,N,NASDAQ,,,,,,
TLN,Talen Energy Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TLNC,Talon Capital Corp. - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
TLPH,"Talphera, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
TLRY,"Tilray Brands, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TLS,Telos Corporation - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
TLSA,Tiziana Life Sciences Ltd - Common Shares,S,N,N,100,N,N,NASDAQ,,,,,,
TLSI,"TriSalus Life Sciences, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
TMC,TMC the metals company Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TMCI,"Treace Medical Concepts, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TMDX,"TransMedics Group, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
TMUS,"T-Mobile US, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TNDM,"Tandem Diabetes Care, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
TNGX,"Tango Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
TNMG,TNL Mediagene - Ordinary Shares,S,N,D,100,N,N,NASDAQ,,,,,,
TNON,"Tenon Medical, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
TNXP,Tonix Pharmaceuticals Holding Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
TNYA,"Tenaya Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TOI,"The Oncology Institute, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
TOMZ,"TOMI Environmental Solutions, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
TONX,TON Strategy Company - Common Stock,S,N,D,100,N,N,NASDAQ,,,,,,
TOP,TOP Financial Group Limited - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
TORO,Toro Corp. - Common stock,S,N,N,100,N,N,NASDAQ,,,,,,
TOWN,Towne Bank - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TOYO,"TOYO Co., Ltd - Ordinary Shares",S,N,N,100,N,N,NASDAQ,,,,,,
TPCS,TechPrecision Corporation - Common stock,S,N,N,100,N,N,NASDAQ,,,,,,
TPG,TPG Inc. - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TPST,"Tempest Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
TRDA,"Entrada Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
TREE,"LendingTree, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TRI,Thomson Reuters Corp - Common Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
TRIN,Trinity Capital Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TRIP,"TripAdvisor, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TRMB,Trimble Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TRMD,TORM plc - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TRMK,Trustmark Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TRML,"Tourmaline Bio, Inc.  - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TRNS,"Transcat, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
TRON,Tron Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
TROO,"TROOPS, Inc.  - Ordinary Shares",S,N,N,100,N,N,NASDAQ,,,,,,
TRS,TriMas Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TRSG,Tungray Technologies Inc - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
TRST,TrustCo Bank Corp NY - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TRUE,"TrueCar, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TRUG,"TruGolf Holdings, Inc. - Class A Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
TRUP,"Trupanion, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
TRVI,"Trevi Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
TSAT,Telesat Corporation - Class A Common Shares and Class B Variable Voting Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
TSBK,"Timberland Bancorp, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
TSCO,Tractor Supply Company - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TSEM,Tower Semiconductor Ltd. - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
TSHA,"Taysha Gene Therapies, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TSLA,"Tesla, Inc.  - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TSSI,"TSS, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
TTAN,"ServiceTitan, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TTD,"The Trade Desk, Inc. - Class A Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
TTEC,"TTEC Holdings, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TTEK,"Tetra Tech, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TTGT,"TechTarget, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TTMI,"TTM Technologies, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TTRX,Turn Therapeutics Inc. - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
TTSH,"Tile Shop Holdings, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
TTWO,"Take-Two Interactive Software, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TUSK,"Mammoth Energy Services, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TVA,Texas Ventures Acquisition III Corp - Class A Ordinary Share,G,N,N,100,N,N,NASDAQ,,,,,,
TVAI,Thayer Ventures Acquisition Corporation II - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
TVGN,Tevogen Bio Holdings Inc. - Common Stock,G,N,D,100,N,N,NASDAQ,,,,,,
TVRD,"Tvardi Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
TVTX,"Travere Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
TW,Tradeweb Markets Inc. - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TWFG,"TWFG, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TWG,Top Wealth Group Holding Limited - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
TWIN,"Twin Disc, Incorporated - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TWNP,Twin Hospitality Group Inc. - Class A Common Stock,G,N,D,100,N,N,NASDAQ,,,,,,
TWST,Twist Bioscience Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TXG,"10x Genomics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TXMD,"TherapeuticsMD, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TXN,Texas Instruments Incorporated - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TXRH,"Texas Roadhouse, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TYGO,"Tigo Energy, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
TYRA,"Tyra Biosciences, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
TZOO,Travelzoo - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
TZUP,Thumzup Media Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
UAL,"United Airlines Holdings, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
UBCP,"United Bancorp, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
UBFO,United Security Bancshares - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
UBSI,"United Bankshares, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
UBXG,U-BX Technology Ltd. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
UCFI,CN Healthy Food Tech Group Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
UCTT,"Ultra Clean Holdings, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
UDMY,"Udemy, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
UEIC,Universal Electronics Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
UFCS,"United Fire Group, Inc - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
UFG,Uni-Fuels Holdings Limited - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
UFPI,"UFP Industries, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
UFPT,"UFP Technologies, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
UG,"United-Guardian, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
UGRO,"urban-gro, Inc. - Common Stock",S,N,H,100,N,N,NASDAQ,,,,,,
UHG,"United Homes Group, Inc - Class A Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
UK,Ucommune International Ltd  - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
ULBI,Ultralife Corporation - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
ULCC,"Frontier Group Holdings, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
ULH,"Universal Logistics Holdings, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
ULTA,"Ulta Beauty, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
ULY,Urgent.ly Inc. - Common Stock,S,N,D,100,N,N,NASDAQ,,,,,,
UMBF,UMB Financial Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
UNB,"Union Bankshares, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
UNCY,"Unicycive Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
UNIT,Uniti Group Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
UNTY,"Unity Bancorp, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
UOKA,MDJM LTD - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
UONE,"Urban One, Inc.  - Class A Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
UONEK,"Urban One, Inc.  - Class D Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
UPB,"Upstream Bio, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
UPBD,"Upbound Group, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
UPC,Universe Pharmaceuticals Inc - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
UPLD,"Upland Software, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
UPST,"Upstart Holdings, Inc. - Common stock",Q,N,N,100,N,N,NASDAQ,,,,,,
UPWK,Upwork Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
UPXI,"Upexi, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
URBN,"Urban Outfitters, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
URGN,UroGen Pharma Ltd. - Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
UROY,Uranium Royalty Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
USCB,"USCB Financial Holdings, Inc.  - Class A Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
USEA,United Maritime Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
USEG,U.S. Energy Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
USGO,U.S. GoldMining Inc. - Common stock,S,N,N,100,N,N,NASDAQ,,,,,,
USIO,"Usio, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
USLM,"United States Lime & Minerals, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
UTMD,"Utah Medical Products, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
UTSI,UTStarcom Holdings Corp - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
UVSP,Univest Financial Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
UYSC,UY Scuti Acquisition Corp. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
VABK,Virginia National Bankshares Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
VACH,Voyager Acquisition Corp - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
VANI,"Vivani Medical, Inc.  - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
VBIX,Viewbix Inc. - Common Stock ,S,N,N,100,N,N,NASDAQ,,,,,,
VBNK,VersaBank - Common Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
VC,Visteon Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
VCEL,Vericel Corporation - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
VCIC,Vine Hill Capital Investment Corp. - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
VCYT,"Veracyte, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
VECO,Veeco Instruments Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
VEEA,Veea Inc. - Common Stock,G,N,D,100,N,N,NASDAQ,,,,,,
VEEE,Twin Vee PowerCats Co. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
VELO,"Velo3D, Inc. - Common stock",S,N,N,100,N,N,NASDAQ,,,,,,
VERA,"Vera Therapeutics, Inc. - Class A Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
VERI,"Veritone, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
VERO,Venus Concept Inc.  - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
VERX,"Vertex, Inc. - Class A Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
VFF,"Village Farms International, Inc. - Common Shares",S,N,N,100,N,N,NASDAQ,,,,,,
VFS,VinFast Auto Ltd. - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
